Tarih,Bölge,Ülke,Şehir,Ürün Kategorisi,Ürün Adı,Satış Miktarı,Satış Geliri ($),Kâr Marjı (%),Müşteri Segmenti
2023-02-28,Kuzey Amerika,Kanada,Toronto,Elektronik,Telefon,1,257,28.2,Kurumsal
2023-10-16,Kuzey Amerika,Kanada,Toronto,Mobilya,Dolap,14,2870,24.2,Kurumsal
2023-07-19,Avrupa,İngiltere,Londra,Elektronik,Tablet,4,1836,29.4,KOBİ
2023-06-13,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,14,4564,29.84,Kurumsal
2023-02-12,Avrupa,Fransa,Paris,Giyim,Ayakkabı,14,3640,20.34,Bireysel
2023-11-24,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Masa,15,5325,12.56,KOBİ
2023-09-09,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,12,3756,21.86,Bireysel
2023-06-17,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,18,2628,20.78,Kurumsal
2023-11-14,Kuzey Amerika,ABD,New York,Elektronik,Laptop,9,3492,6.58,Kurumsal
2023-08-23,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,16,672,14.44,KOBİ
2023-09-27,Kuzey Amerika,Meksika,Mexico City,Giyim,Pantolon,9,648,16.61,Bireysel
2023-04-25,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,11,121,23.51,Bireysel
2023-11-06,Asya,Çin,Pekin,Giyim,Ceket,4,1956,9.88,Bireysel
2023-02-03,Asya,Çin,Pekin,Giyim,Ceket,3,1353,5.07,Bireysel
2023-01-15,Afrika,Mısır,Kahire,Mobilya,Dolap,7,2198,18.17,Kurumsal
2023-06-13,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,6,1884,15.45,KOBİ
2023-07-14,Kuzey Amerika,ABD,New York,Mobilya,Dolap,11,4400,27.68,Kurumsal
2023-11-23,Avrupa,İngiltere,Londra,Mobilya,Sandalye,1,292,25.84,Bireysel
2023-08-17,Asya,Hindistan,Mumbai,Giyim,Ayakkabı,17,289,9.15,Bireysel
2023-01-10,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,8,304,26.39,KOBİ
2023-11-30,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,16,5904,6.71,Kurumsal
2023-07-29,Afrika,Nijerya,Lagos,Giyim,Ayakkabı,3,1221,19.72,KOBİ
2023-04-19,Asya,Çin,Pekin,Elektronik,Laptop,19,8360,29.66,Kurumsal
2023-12-12,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,19,4123,23.84,KOBİ
2023-05-30,Kuzey Amerika,ABD,New York,Elektronik,Laptop,10,3290,11.27,Bireysel
2023-05-12,Afrika,Mısır,Kahire,Mobilya,Dolap,12,4776,14.86,Bireysel
2023-02-09,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,13,1755,26.38,KOBİ
2023-06-23,Avrupa,Fransa,Paris,Elektronik,Laptop,11,1144,6.92,KOBİ
2023-09-24,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,9,2547,24.89,KOBİ
2023-03-16,Afrika,Güney Afrika,Cape Town,Mobilya,Kitaplık,19,7391,9.35,Bireysel
2023-07-06,Asya,Çin,Pekin,Elektronik,Kulaklık,13,5772,9.55,KOBİ
2023-04-25,Asya,Japonya,Tokyo,Elektronik,Telefon,4,1656,10.3,Bireysel
2023-03-20,Asya,Japonya,Tokyo,Mobilya,Kitaplık,20,8540,23.31,Kurumsal
2023-05-20,Avrupa,Fransa,Paris,Giyim,Ceket,1,494,8.56,Bireysel
2023-04-13,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,9,972,26.82,Kurumsal
2023-04-06,Kuzey Amerika,ABD,New York,Giyim,Ceket,13,3900,15.64,KOBİ
2023-01-12,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Tablet,4,276,26.64,KOBİ
2023-11-27,Asya,Hindistan,Mumbai,Elektronik,Laptop,13,949,24.53,Bireysel
2023-08-28,Avrupa,Fransa,Paris,Mobilya,Masa,14,2044,10.76,KOBİ
2023-04-10,Asya,Japonya,Tokyo,Giyim,Tişört,19,8436,8.06,KOBİ
2023-02-09,Kuzey Amerika,Kanada,Toronto,Giyim,Ceket,7,3353,15.95,Bireysel
2023-02-01,Güney Amerika,Şili,Santiago,Elektronik,Kulaklık,16,3744,15.98,Bireysel
2023-06-23,Asya,Japonya,Tokyo,Mobilya,Masa,15,3945,15.47,Kurumsal
2023-04-05,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,16,5728,10.95,KOBİ
2023-08-28,Afrika,Mısır,Kahire,Elektronik,Laptop,12,4608,27.85,KOBİ
2023-12-10,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,19,8360,17.1,Kurumsal
2023-11-29,Avrupa,Fransa,Paris,Giyim,Pantolon,1,162,28.96,Bireysel
2023-04-07,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,4,1220,18.32,Bireysel
2023-12-09,Kuzey Amerika,Meksika,Mexico City,Giyim,Tişört,8,824,9.99,Kurumsal
2023-02-11,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,13,3029,8.44,Bireysel
2023-12-28,Avrupa,Almanya,Berlin,Giyim,Tişört,1,124,7.64,Kurumsal
2023-05-09,Avrupa,İngiltere,Londra,Mobilya,Kitaplık,19,4142,19.52,Bireysel
2023-12-15,Afrika,Nijerya,Lagos,Giyim,Tişört,8,1432,11.58,Bireysel
2023-03-07,Asya,Çin,Pekin,Mobilya,Dolap,11,517,16.46,Kurumsal
2023-09-28,Kuzey Amerika,Meksika,Mexico City,Mobilya,Sandalye,2,402,14.64,Bireysel
2023-04-03,Asya,Japonya,Tokyo,Giyim,Ceket,12,3648,18.13,Kurumsal
2023-11-09,Asya,Çin,Pekin,Mobilya,Dolap,17,3757,9.08,Kurumsal
2023-12-27,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ceket,14,4522,21.67,Bireysel
2023-09-12,Asya,Japonya,Tokyo,Giyim,Ayakkabı,4,792,9.03,Bireysel
2023-04-23,Güney Amerika,Arjantin,Buenos Aires,Giyim,Ceket,14,5474,7.63,Kurumsal
2023-11-19,Asya,Çin,Pekin,Giyim,Ayakkabı,2,112,29.24,KOBİ
2023-08-29,Avrupa,Almanya,Berlin,Giyim,Pantolon,10,2090,17.35,KOBİ
2023-10-24,Asya,Çin,Pekin,Giyim,Ayakkabı,5,105,13.34,Kurumsal
2023-06-28,Kuzey Amerika,Meksika,Mexico City,Elektronik,Kulaklık,16,704,28.55,Bireysel
2023-01-24,Kuzey Amerika,Kanada,Toronto,Giyim,Pantolon,12,300,24.65,KOBİ
2023-01-10,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Kitaplık,10,4250,16.74,Bireysel
2023-05-11,Afrika,Nijerya,Lagos,Elektronik,Tablet,5,430,5.86,Kurumsal
2023-09-24,Avrupa,Fransa,Paris,Elektronik,Telefon,9,1872,19.37,KOBİ
2023-04-09,Afrika,Mısır,Kahire,Mobilya,Masa,17,7106,24.48,Bireysel
2023-12-31,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,2,300,7.22,Bireysel
2023-03-22,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,20,8420,13.55,Kurumsal
2023-01-26,Afrika,Nijerya,Lagos,Mobilya,Masa,4,988,16.75,KOBİ
2023-05-21,Kuzey Amerika,Meksika,Mexico City,Mobilya,Dolap,9,2799,28.48,KOBİ
2023-06-27,Afrika,Mısır,Kahire,Giyim,Ayakkabı,15,2790,14.84,KOBİ
2023-06-08,Afrika,Mısır,Kahire,Mobilya,Masa,5,610,5.54,KOBİ
2023-05-15,Afrika,Güney Afrika,Cape Town,Giyim,Pantolon,15,1380,28.39,KOBİ
2023-08-13,Güney Amerika,Brezilya,Sao Paulo,Giyim,Tişört,17,6987,18.14,KOBİ
2023-11-28,Kuzey Amerika,ABD,New York,Elektronik,Tablet,18,1836,19.99,Bireysel
2023-05-08,Asya,Çin,Pekin,Giyim,Ceket,19,7543,10.67,Bireysel
2023-04-26,Afrika,Nijerya,Lagos,Mobilya,Masa,9,396,5.6,KOBİ
2023-04-16,Kuzey Amerika,Kanada,Toronto,Elektronik,Laptop,19,5776,14.06,Bireysel
2023-08-27,Avrupa,İngiltere,Londra,Giyim,Ayakkabı,13,4368,16.3,Kurumsal
2023-02-09,Avrupa,Almanya,Berlin,Mobilya,Dolap,17,7735,12.26,Bireysel
2023-03-11,Afrika,Güney Afrika,Cape Town,Giyim,Ceket,4,324,22.25,KOBİ
2023-05-26,Kuzey Amerika,ABD,New York,Elektronik,Telefon,11,341,8.25,KOBİ
2023-04-02,Afrika,Güney Afrika,Cape Town,Elektronik,Laptop,10,1840,28.84,KOBİ
2023-12-02,Afrika,Mısır,Kahire,Elektronik,Tablet,12,2988,16.09,Kurumsal
2023-07-08,Güney Amerika,Şili,Santiago,Mobilya,Sandalye,12,5004,16.99,KOBİ
2023-01-25,Afrika,Nijerya,Lagos,Elektronik,Laptop,16,4352,7.88,KOBİ
2023-07-15,Afrika,Nijerya,Lagos,Mobilya,Dolap,16,2640,25.3,Bireysel
2023-09-04,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,3,303,9.09,Kurumsal
2023-11-14,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,2,434,24.35,Kurumsal
2023-06-15,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,5,225,10.52,Bireysel
2023-10-27,Kuzey Amerika,ABD,New York,Mobilya,Masa,12,2100,12.97,KOBİ
2023-12-01,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,13,1885,5.75,Bireysel
2023-03-02,Güney Amerika,Brezilya,Sao Paulo,Elektronik,Telefon,5,1705,7.29,Bireysel
2023-02-28,Asya,Çin,Pekin,Giyim,Ceket,8,1288,26.79,Kurumsal
2023-02-28,Avrupa,Fransa,Paris,Mobilya,Masa,10,3000,7.19,KOBİ
2023-01-03,Güney Amerika,Şili,Santiago,Giyim,Ayakkabı,20,5400,7.81,Bireysel
2023-01-22,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ayakkabı,18,4932,10.16,Bireysel
2023-08-08,Afrika,Güney Afrika,Cape Town,Giyim,Ayakkabı,3,840,11.05,Bireysel
2023-09-08,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,17,1224,21.72,Kurumsal
2023-07-27,Kuzey Amerika,Kanada,Toronto,Giyim,Ceket,3,441,5.49,Bireysel
2023-03-09,Avrupa,Fransa,Paris,Elektronik,Laptop,2,856,23.16,Kurumsal
2023-12-09,Afrika,Nijerya,Lagos,Elektronik,Kulaklık,3,1290,6.31,KOBİ
2023-02-14,Afrika,Mısır,Kahire,Mobilya,Sandalye,11,297,5.38,KOBİ
2023-06-03,Kuzey Amerika,ABD,New York,Giyim,Pantolon,1,228,28.66,Kurumsal
2023-10-31,Asya,Hindistan,Mumbai,Giyim,Tişört,6,2526,17.47,Kurumsal
2023-08-30,Afrika,Nijerya,Lagos,Giyim,Pantolon,5,310,21.66,Bireysel
2023-08-18,Kuzey Amerika,Kanada,Toronto,Elektronik,Tablet,20,4140,22.84,KOBİ
2023-11-07,Asya,Çin,Pekin,Giyim,Ayakkabı,14,3080,25.3,Bireysel
2023-07-16,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Laptop,3,48,14.22,KOBİ
2023-07-21,Asya,Japonya,Tokyo,Elektronik,Laptop,12,3660,8.64,KOBİ
2023-01-01,Afrika,Mısır,Kahire,Giyim,Ceket,14,4592,29.09,KOBİ
2023-01-08,Avrupa,Almanya,Berlin,Elektronik,Laptop,18,3474,15.56,Bireysel
2023-11-18,Kuzey Amerika,Meksika,Mexico City,Giyim,Tişört,10,640,12.22,Bireysel
2023-09-16,Avrupa,Almanya,Berlin,Elektronik,Kulaklık,18,6678,18.74,Bireysel
2023-08-11,Avrupa,Almanya,Berlin,Elektronik,Tablet,2,238,28.37,KOBİ
2023-01-07,Avrupa,Almanya,Berlin,Mobilya,Dolap,5,2150,18.97,Bireysel
2023-11-03,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,19,4294,21.64,KOBİ
2023-01-08,Avrupa,Almanya,Berlin,Mobilya,Masa,1,225,26.7,Bireysel
2023-07-29,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,16,6160,24.66,Bireysel
2023-10-12,Avrupa,İngiltere,Londra,Elektronik,Telefon,15,4080,10.67,Bireysel
2023-02-27,Asya,Japonya,Tokyo,Mobilya,Sandalye,13,2483,10.35,Bireysel
2023-09-25,Afrika,Mısır,Kahire,Mobilya,Sandalye,18,3618,10.06,Bireysel
2023-05-23,Afrika,Nijerya,Lagos,Elektronik,Kulaklık,6,930,27.09,Bireysel
2023-07-22,Asya,Hindistan,Mumbai,Giyim,Pantolon,1,393,20.45,Bireysel
2023-04-10,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Masa,16,3872,25.33,KOBİ
2023-08-21,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Dolap,10,1130,25.61,Bireysel
2023-11-19,Avrupa,İngiltere,Londra,Elektronik,Laptop,5,1105,21.31,KOBİ
2023-06-08,Asya,Japonya,Tokyo,Mobilya,Dolap,7,2233,10.89,Kurumsal
2023-03-31,Avrupa,Fransa,Paris,Elektronik,Laptop,5,2465,26.92,KOBİ
2023-06-02,Kuzey Amerika,Kanada,Toronto,Mobilya,Sandalye,3,1002,12.94,KOBİ
2023-10-11,Asya,Hindistan,Mumbai,Giyim,Ayakkabı,10,2840,6.6,Bireysel
2023-03-18,Avrupa,İngiltere,Londra,Elektronik,Tablet,4,804,9.79,Bireysel
2023-09-19,Afrika,Güney Afrika,Cape Town,Giyim,Pantolon,15,6435,22.45,KOBİ
2023-08-31,Avrupa,Fransa,Paris,Mobilya,Dolap,5,2360,29.45,KOBİ
2023-09-10,Asya,Çin,Pekin,Elektronik,Laptop,20,2320,24.78,KOBİ
2023-12-24,Asya,Japonya,Tokyo,Elektronik,Laptop,3,711,19.15,Bireysel
2023-04-27,Asya,Hindistan,Mumbai,Giyim,Ayakkabı,11,1342,12.89,Kurumsal
2023-03-18,Avrupa,Almanya,Berlin,Mobilya,Kitaplık,17,7803,13.29,Kurumsal
2023-10-13,Asya,Çin,Pekin,Mobilya,Sandalye,19,7923,23.25,KOBİ
2023-10-10,Avrupa,İngiltere,Londra,Elektronik,Laptop,16,3376,16.91,Kurumsal
2023-12-08,Avrupa,Fransa,Paris,Mobilya,Sandalye,9,639,6.94,KOBİ
2023-08-26,Güney Amerika,Brezilya,Sao Paulo,Giyim,Ceket,7,231,20.86,KOBİ
2023-04-07,Kuzey Amerika,Meksika,Mexico City,Giyim,Ceket,3,267,14.26,Bireysel
2023-03-02,Asya,Japonya,Tokyo,Mobilya,Dolap,2,130,22.26,Kurumsal
2023-06-04,Afrika,Nijerya,Lagos,Giyim,Pantolon,14,5362,5.88,KOBİ
2023-09-08,Kuzey Amerika,Kanada,Toronto,Elektronik,Telefon,15,4995,21.39,KOBİ
2023-06-13,Asya,Çin,Pekin,Elektronik,Tablet,2,856,21.99,Kurumsal
2023-11-08,Asya,Japonya,Tokyo,Elektronik,Telefon,11,5225,11.51,KOBİ
2023-04-13,Afrika,Mısır,Kahire,Elektronik,Laptop,8,2600,16.94,Bireysel
2023-01-16,Kuzey Amerika,Kanada,Toronto,Giyim,Ceket,6,1560,19.03,KOBİ
2023-08-07,Güney Amerika,Şili,Santiago,Giyim,Pantolon,3,1110,24.78,KOBİ
2023-09-11,Avrupa,Almanya,Berlin,Elektronik,Telefon,12,960,26.28,Bireysel
2023-10-30,Asya,Çin,Pekin,Giyim,Ayakkabı,11,4488,29.34,Bireysel
2023-04-28,Asya,Çin,Pekin,Mobilya,Kitaplık,19,4256,27.64,Bireysel
2023-02-10,Güney Amerika,Arjantin,Buenos Aires,Giyim,Tişört,11,3575,24.74,Bireysel
2023-12-06,Kuzey Amerika,Meksika,Mexico City,Giyim,Pantolon,20,1680,9.75,KOBİ
2023-07-03,Güney Amerika,Arjantin,Buenos Aires,Giyim,Pantolon,17,7888,29.67,KOBİ
2023-12-18,Kuzey Amerika,Kanada,Toronto,Mobilya,Sandalye,12,2568,17.62,KOBİ
2023-10-13,Asya,Hindistan,Mumbai,Mobilya,Masa,18,8442,19.48,KOBİ
2023-10-05,Kuzey Amerika,Kanada,Toronto,Elektronik,Kulaklık,5,1145,18.03,Kurumsal
2023-11-18,Asya,Hindistan,Mumbai,Giyim,Pantolon,17,7259,13.52,Bireysel
2023-06-02,Afrika,Nijerya,Lagos,Elektronik,Tablet,14,6622,23.9,Bireysel
2023-01-19,Kuzey Amerika,Meksika,Mexico City,Elektronik,Kulaklık,10,4360,23.28,Bireysel
2023-09-25,Afrika,Nijerya,Lagos,Mobilya,Kitaplık,11,1353,29.74,KOBİ
2023-11-14,Afrika,Nijerya,Lagos,Mobilya,Sandalye,15,1125,5.34,Kurumsal
2023-05-25,Asya,Hindistan,Mumbai,Elektronik,Telefon,14,6258,5.97,Bireysel
2023-07-23,Afrika,Nijerya,Lagos,Giyim,Ceket,2,328,7.28,Bireysel
2023-03-05,Asya,Çin,Pekin,Mobilya,Dolap,9,513,10.16,Bireysel
2023-08-09,Avrupa,İngiltere,Londra,Elektronik,Kulaklık,18,3294,15.96,KOBİ
2023-07-15,Kuzey Amerika,ABD,New York,Elektronik,Tablet,16,7728,7.21,Kurumsal
2023-06-15,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,9,2097,28.86,Bireysel
2023-04-08,Asya,Japonya,Tokyo,Elektronik,Kulaklık,2,906,19.25,Bireysel
2023-03-25,Asya,Çin,Pekin,Mobilya,Masa,19,3325,5.1,KOBİ
2023-01-28,Asya,Japonya,Tokyo,Mobilya,Masa,10,3880,13.91,Kurumsal
2023-06-12,Avrupa,Fransa,Paris,Mobilya,Masa,12,3936,9.99,Kurumsal
2023-06-15,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Tablet,5,595,8.92,Kurumsal
2023-12-21,Avrupa,Fransa,Paris,Elektronik,Laptop,18,5922,10.45,Bireysel
2023-12-28,Avrupa,Almanya,Berlin,Giyim,Ceket,2,550,14.68,Bireysel
2023-12-01,Asya,Çin,Pekin,Elektronik,Telefon,20,7660,7.24,Bireysel
2023-09-10,Avrupa,Almanya,Berlin,Giyim,Tişört,15,6570,9.38,Kurumsal
2023-07-25,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,14,3500,6.64,Kurumsal
2023-07-10,Afrika,Mısır,Kahire,Mobilya,Kitaplık,10,4450,20.57,Bireysel
2023-12-26,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Telefon,13,2301,26.76,Bireysel
2023-12-06,Afrika,Mısır,Kahire,Giyim,Tişört,7,182,8.81,Bireysel
2023-06-18,Kuzey Amerika,ABD,New York,Elektronik,Kulaklık,19,361,24.76,KOBİ
2023-05-26,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,1,239,12.59,KOBİ
2023-12-06,Kuzey Amerika,ABD,New York,Elektronik,Telefon,12,4308,22.98,Bireysel
2023-06-27,Güney Amerika,Şili,Santiago,Giyim,Pantolon,20,8900,16.9,Bireysel
2023-04-16,Kuzey Amerika,Meksika,Mexico City,Giyim,Ayakkabı,12,2352,25.79,Kurumsal
2023-06-29,Kuzey Amerika,Meksika,Mexico City,Giyim,Pantolon,18,3942,6.3,KOBİ
2023-10-20,Kuzey Amerika,Meksika,Mexico City,Giyim,Tişört,2,126,26.38,KOBİ
2023-12-20,Kuzey Amerika,Meksika,Mexico City,Mobilya,Sandalye,17,3145,13.88,Bireysel
2023-01-20,Asya,Çin,Pekin,Elektronik,Tablet,2,704,18.7,Bireysel
2023-08-18,Afrika,Nijerya,Lagos,Giyim,Pantolon,5,1635,6.69,Bireysel
2023-09-23,Kuzey Amerika,ABD,New York,Mobilya,Sandalye,15,4515,12.85,KOBİ
2023-12-16,Asya,Japonya,Tokyo,Giyim,Ayakkabı,18,7542,16.29,KOBİ
2023-06-07,Asya,Japonya,Tokyo,Mobilya,Masa,17,7378,12.45,Bireysel
2023-05-23,Afrika,Mısır,Kahire,Elektronik,Laptop,13,4563,17.54,KOBİ
2023-07-15,Afrika,Mısır,Kahire,Giyim,Pantolon,11,1914,20.17,Kurumsal
2023-08-28,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,10,3340,23.27,Bireysel
2023-04-07,Avrupa,İngiltere,Londra,Mobilya,Dolap,15,4440,21.46,Kurumsal
2023-10-06,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,1,480,24.43,KOBİ
2023-10-31,Kuzey Amerika,Meksika,Mexico City,Giyim,Tişört,7,672,27.15,KOBİ
2023-10-07,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,2,378,13.96,KOBİ
2023-07-10,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,10,4240,29.75,Kurumsal
2023-07-17,Afrika,Mısır,Kahire,Giyim,Tişört,4,1948,11.92,Kurumsal
2023-01-18,Kuzey Amerika,Kanada,Toronto,Giyim,Ayakkabı,10,120,27.8,Bireysel
2023-12-26,Güney Amerika,Şili,Santiago,Mobilya,Kitaplık,8,3312,19.96,KOBİ
2023-04-11,Güney Amerika,Şili,Santiago,Elektronik,Telefon,14,280,24.82,Kurumsal
2023-08-13,Avrupa,Fransa,Paris,Mobilya,Masa,20,5380,7.57,Kurumsal
2023-11-02,Kuzey Amerika,Kanada,Toronto,Mobilya,Masa,10,3370,23.42,KOBİ
2023-03-23,Asya,Japonya,Tokyo,Giyim,Ceket,16,352,24.18,Bireysel
2023-07-19,Asya,Hindistan,Mumbai,Giyim,Pantolon,13,4719,29.72,KOBİ
2023-07-16,Afrika,Güney Afrika,Cape Town,Mobilya,Sandalye,19,5700,12.87,Kurumsal
2023-03-04,Avrupa,Almanya,Berlin,Elektronik,Telefon,3,906,25.5,KOBİ
2023-01-06,Asya,Japonya,Tokyo,Giyim,Tişört,16,5648,20.6,Kurumsal
2023-05-30,Asya,Japonya,Tokyo,Mobilya,Sandalye,8,3328,21.16,KOBİ
2023-02-02,Kuzey Amerika,Kanada,Toronto,Mobilya,Kitaplık,8,3024,28.44,Kurumsal
2023-01-18,Asya,Japonya,Tokyo,Giyim,Tişört,8,2368,5.91,Bireysel
2023-10-21,Afrika,Nijerya,Lagos,Elektronik,Tablet,4,148,28.12,KOBİ
2023-12-04,Avrupa,Fransa,Paris,Mobilya,Dolap,19,9386,17.8,KOBİ
2023-11-08,Güney Amerika,Şili,Santiago,Elektronik,Tablet,6,2316,10.05,Kurumsal
2023-03-30,Avrupa,Almanya,Berlin,Giyim,Ayakkabı,15,5640,27.94,KOBİ
2023-01-03,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Dolap,8,1840,23.4,Kurumsal
2023-11-26,Asya,Çin,Pekin,Elektronik,Kulaklık,1,467,16.85,Kurumsal
2023-10-21,Asya,Çin,Pekin,Elektronik,Laptop,19,7049,21.2,Bireysel
2023-03-04,Kuzey Amerika,ABD,New York,Giyim,Ceket,3,495,9.9,Bireysel
2023-06-12,Avrupa,Almanya,Berlin,Giyim,Ayakkabı,5,685,8.86,KOBİ
2023-11-01,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,1,249,22.82,Bireysel
2023-07-22,Asya,Japonya,Tokyo,Elektronik,Kulaklık,1,349,24.33,Kurumsal
2023-12-31,Afrika,Güney Afrika,Cape Town,Giyim,Tişört,13,4589,9.58,KOBİ
2023-10-23,Afrika,Mısır,Kahire,Elektronik,Kulaklık,16,2064,15.67,Bireysel
2023-07-03,Kuzey Amerika,Meksika,Mexico City,Mobilya,Kitaplık,14,5432,14.48,Bireysel
2023-07-14,Asya,Çin,Pekin,Giyim,Pantolon,10,2420,23.62,KOBİ
2023-10-10,Avrupa,Fransa,Paris,Elektronik,Laptop,17,1088,27.16,Bireysel
2023-07-31,Kuzey Amerika,Meksika,Mexico City,Giyim,Ayakkabı,16,2560,17.55,KOBİ
2023-09-16,Kuzey Amerika,ABD,New York,Mobilya,Masa,5,2135,18.73,Kurumsal
2023-09-15,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,10,1050,14.42,KOBİ
2023-11-21,Asya,Çin,Pekin,Elektronik,Tablet,14,6062,5.21,Kurumsal
2023-01-13,Güney Amerika,Şili,Santiago,Mobilya,Masa,10,4120,17.51,KOBİ
2023-07-13,Güney Amerika,Şili,Santiago,Giyim,Ceket,13,5538,17.62,Kurumsal
2023-12-21,Afrika,Mısır,Kahire,Elektronik,Kulaklık,15,2175,20.51,Bireysel
2023-03-07,Asya,Hindistan,Mumbai,Mobilya,Kitaplık,14,280,22.65,Kurumsal
2023-08-30,Afrika,Güney Afrika,Cape Town,Mobilya,Dolap,14,5880,6.43,Kurumsal
2023-01-05,Kuzey Amerika,ABD,New York,Mobilya,Kitaplık,20,5340,7.21,Kurumsal
2023-05-08,Kuzey Amerika,Meksika,Mexico City,Giyim,Tişört,1,217,28.66,KOBİ
2023-01-12,Afrika,Güney Afrika,Cape Town,Elektronik,Kulaklık,6,2520,16.82,Bireysel
2023-02-02,Afrika,Güney Afrika,Cape Town,Elektronik,Tablet,2,196,14.43,Bireysel
2023-08-26,Avrupa,Almanya,Berlin,Mobilya,Sandalye,19,2888,16.72,Bireysel
2023-10-13,Afrika,Nijerya,Lagos,Giyim,Pantolon,3,1146,16.86,Kurumsal
2023-09-05,Asya,Çin,Pekin,Mobilya,Masa,3,522,18.93,KOBİ
2023-11-06,Avrupa,İngiltere,Londra,Giyim,Ceket,16,2976,29.04,Bireysel
2023-03-13,Avrupa,Fransa,Paris,Giyim,Ceket,3,276,12.86,Kurumsal
2023-09-20,Avrupa,Fransa,Paris,Giyim,Ayakkabı,3,81,29.03,Kurumsal
2023-11-16,Kuzey Amerika,ABD,New York,Mobilya,Dolap,1,140,6.32,Kurumsal
2023-07-17,Avrupa,Fransa,Paris,Elektronik,Telefon,14,252,17.17,KOBİ
2023-12-03,Afrika,Nijerya,Lagos,Mobilya,Dolap,3,771,29.47,Bireysel
2023-07-17,Güney Amerika,Arjantin,Buenos Aires,Mobilya,Sandalye,2,146,10.15,Bireysel
2023-08-28,Güney Amerika,Brezilya,Sao Paulo,Mobilya,Sandalye,7,1855,9.05,KOBİ
2023-07-08,Afrika,Mısır,Kahire,Giyim,Tişört,12,396,25.57,KOBİ
2023-06-06,Afrika,Nijerya,Lagos,Elektronik,Tablet,17,1462,13.85,Kurumsal
2023-10-14,Avrupa,İngiltere,Londra,Mobilya,Masa,14,5656,12.85,KOBİ
2023-05-04,Afrika,Mısır,Kahire,Mobilya,Kitaplık,17,1020,26.07,KOBİ
2023-11-13,Afrika,Güney Afrika,Cape Town,Giyim,Ceket,20,3180,26.12,KOBİ
2023-01-31,Güney Amerika,Arjantin,Buenos Aires,Elektronik,Kulaklık,18,2034,11.53,Bireysel
2023-06-27,Asya,Hindistan,Mumbai,Giyim,Pantolon,3,492,20.09,Kurumsal
2023-11-05,Afrika,Mısır,Kahire,Giyim,Pantolon,7,3381,23.23,KOBİ
2023-01-02,Asya,Çin,Pekin,Giyim,Tişört,16,3376,14.03,Kurumsal
2023-04-28,Asya,Çin,Pekin,Giyim,Pantolon,17,340,5.44,KOBİ
2023-09-13,Asya,Hindistan,Mumbai,Giyim,Ceket,18,2394,22.7,Kurumsal
2023-07-19,Kuzey Amerika,Kanada,Toronto,Elektronik,Telefon,3,90,18.85,Kurumsal
2023-11-26,Avrupa,Fransa,Paris,Mobilya,Dolap,9,378,29.57,Kurumsal
2023-03-25,Avrupa,Fransa,Paris,Mobilya,Kitaplık,20,3760,19.48,Bireysel
